Date,Open,High,Low,Close,Adj Close,Volume
2012-11-01,9.640000,10.500000,9.210000,10.000000,8.882470,186004300
2012-12-01,9.990000,12.050000,9.500000,11.870000,10.543489,260632000
2013-01-01,12.070000,14.200000,11.970000,13.890000,12.337749,306972100
2013-02-01,13.970000,14.900000,13.160000,14.270000,12.675283,235243800
2013-03-01,14.260000,17.250000,14.260000,16.510000,14.664954,238636500
2013-04-01,16.430000,17.330000,13.940000,17.139999,15.224547,376827200
2013-05-01,17.260000,19.430000,16.680000,18.010000,15.997327,266439500
2013-06-01,18.120001,19.049999,16.940001,18.709999,16.619093,179688400
2013-07-01,18.799999,22.010000,18.299999,21.230000,18.857477,200654800
2013-08-01,21.530001,22.049999,18.530001,19.730000,17.525112,307844600
2013-09-01,20.049999,24.100000,19.570000,23.590000,21.013840,524337300
2013-10-01,23.680000,26.719999,23.629999,26.379999,23.499157,313710900
2013-11-01,26.459999,29.440001,26.049999,28.980000,25.815220,263298600
2013-12-01,29.000000,29.420000,26.400000,27.469999,24.525232,249242500
2014-01-01,27.260000,32.919998,27.260000,30.610001,27.328627,306830600
2014-02-01,30.639999,33.950001,29.120001,33.209999,29.649910,218743500
2014-03-01,32.389999,35.849998,31.900000,34.650002,30.995687,243481200
2014-04-01,34.930000,37.470001,30.540001,36.830002,32.945782,277516500
2014-05-01,37.000000,40.689999,36.560001,39.910000,35.700954,188943700
2014-06-01,40.139999,42.660000,38.040001,38.720001,34.691677,283535800
2014-07-01,39.000000,40.410000,34.770000,37.459999,33.562767,317442000
2014-08-01,37.380001,40.770000,34.590000,39.580002,35.462215,193088500
2014-09-01,39.799999,40.970001,35.180000,36.150002,32.469719,232775300
2014-10-01,35.349998,40.400002,30.120001,40.230000,36.134350,500833200
2014-11-01,40.279999,47.189999,40.230000,46.669998,41.918713,222572900
2014-12-01,46.549999,50.160000,43.900002,49.189999,44.276321,274485500
2015-01-01,49.919998,51.060001,44.470001,47.310001,42.584118,237076100
2015-02-01,47.099998,48.270000,43.349998,44.520000,40.072819,254968300
2015-03-01,44.520000,47.630001,42.599998,44.959999,40.550404,250312400
2015-04-01,43.669998,47.380001,41.020000,44.639999,40.261787,248219300
2015-05-01,44.810001,47.980000,41.720001,42.919998,38.710472,265764600
2015-06-01,43.209999,44.790001,38.970001,41.080002,37.127071,254316900
2015-07-01,41.750000,46.639999,38.810001,44.340000,40.073357,241314400
2015-08-01,44.680000,48.299999,34.610001,43.779999,39.567257,206432300
2015-09-01,43.950001,48.180000,43.299999,44.869999,40.670826,185918900
2015-10-01,44.709999,51.660000,43.349998,50.840000,46.082123,212276100
2015-11-01,50.900002,52.000000,46.369999,46.459999,42.112022,161461800
2015-12-01,46.810001,52.770000,46.580002,50.689999,46.068100,196595800
2016-01-01,49.419998,49.750000,42.419998,44.290001,40.251659,237549100
2016-02-01,44.730000,49.450001,40.029999,48.240002,43.841496,207000600
2016-03-01,48.730000,50.500000,46.009998,48.680000,44.381687,179764700
2016-04-01,47.500000,49.799999,41.220001,41.669998,37.990646,220586000
2016-05-01,42.110001,44.660000,40.639999,43.459999,39.622601,213295600
2016-06-01,43.459999,43.709999,32.599998,36.430000,33.320332,286189400
2016-07-01,36.410000,41.349998,34.080002,38.750000,35.442291,235529600
2016-08-01,38.919998,39.509998,35.840000,36.750000,33.613014,220496600
2016-09-01,37.000000,40.230000,36.320000,39.360001,36.198017,199614800
2016-10-01,39.250000,42.410000,37.910000,41.770000,38.414417,238857100
2016-11-01,41.840000,49.410000,41.549999,48.180000,44.309467,205692000
2016-12-01,47.959999,52.759998,47.590000,49.189999,45.447010,153611800
2017-01-01,49.369999,52.000000,46.570000,47.240002,43.645397,165064700
2017-02-01,47.480000,51.959999,46.480000,49.930000,46.130711,133429300
2017-03-01,50.410000,51.869999,44.470001,45.959999,42.631790,215936500
2017-04-01,45.959999,47.549999,43.810001,45.439999,42.149441,173916400
2017-05-01,45.590000,50.950001,45.400002,49.130001,45.572227,163479400
2017-06-01,49.320000,54.529999,49.299999,53.740002,50.053623,175868300
2017-07-01,54.259998,55.750000,49.259998,49.360001,45.974072,161568200
2017-08-01,49.779999,51.549999,45.000000,47.189999,43.952930,165127400
2017-09-01,47.419998,49.279999,44.590000,48.220001,45.202335,164672300
2017-10-01,48.349998,54.060001,47.900002,50.029999,46.899067,161469100
2017-11-01,50.189999,53.500000,48.330002,52.919998,49.608204,120895100
2017-12-01,52.549999,56.840000,51.759998,56.000000,52.822041,137221700
2018-01-01,56.290001,60.790001,53.880001,56.770000,53.548347,217524400
2018-02-01,56.509998,57.180000,48.520000,53.900002,50.841221,156682300
2018-03-01,53.869999,57.310001,51.810001,54.810001,51.997917,136801500
2018-04-01,54.590000,56.020000,50.950001,52.220001,49.540802,166861300
2018-05-01,52.270000,56.119999,51.090000,54.049999,51.276901,138665600
2018-06-01,54.419998,55.840000,49.049999,49.540001,47.277634,133617700
2018-07-01,49.250000,55.049999,48.520000,54.419998,51.934776,150839400
2018-08-01,54.790001,58.869999,52.939999,58.480000,56.189919,96064700
2018-09-01,58.500000,60.230000,55.689999,57.830002,55.565372,100806000
2018-10-01,57.990002,58.139999,49.680000,54.730000,52.586765,186771600
2018-11-01,54.930000,61.320000,54.750000,60.709999,58.332588,131488300
2018-12-01,61.000000,61.070000,47.900002,49.900002,48.247185,145415900
2019-01-01,49.250000,50.450001,45.080002,49.430000,47.792755,199934200
2019-02-01,49.630001,52.220001,49.540001,49.580002,47.937790,128870700
2019-03-01,49.369999,52.080002,48.220001,51.650002,50.288235,166809100
2019-04-01,51.820000,58.990002,51.520000,58.290001,56.753174,148486000
2019-05-01,58.200001,58.509998,51.310001,51.500000,50.142189,87101100
2019-06-01,51.480000,57.419998,51.410000,56.750000,55.587547,100204800
2019-07-01,57.299999,63.439999,57.250000,61.040001,59.789669,145644600
2019-08-01,61.310001,61.770000,55.570000,57.860001,57.039162,112141700
2019-09-01,57.439999,60.580002,56.650002,57.599998,56.782845,106340200
2019-10-01,58.049999,58.680000,51.070000,55.080002,54.298599,177485000
2019-11-01,55.549999,58.430000,55.119999,57.310001,56.916679,105598900
2019-12-01,57.250000,59.919998,54.540001,58.480000,58.078648,100565600
2020-01-01,58.930000,62.480000,55.430000,55.740002,55.357456,173131800
2020-02-01,56.200001,60.029999,45.029999,46.130001,45.813408,165222100
2020-03-01,46.220001,49.970001,19.100000,28.530001,28.530001,823679400
2020-04-01,26.590000,27.600000,20.760000,25.910000,25.910000,1351787400
2020-05-01,24.950001,27.850000,17.510000,25.209999,25.209999,1171815600
2020-06-01,25.330000,37.240002,25.080000,28.049999,28.049999,1333078400
2020-07-01,29.020000,29.850000,24.430000,24.969999,24.969999,571216100
2020-08-01,24.850000,32.209999,24.379999,30.850000,30.850000,463825600
2020-09-01,30.020000,35.070000,27.920000,30.580000,30.580000,464823400
2020-10-01,30.990000,34.040001,28.740000,30.639999,30.639999,365073100
2020-11-01,30.620001,42.189999,29.670000,40.250000,40.250000,386248000
2020-12-01,40.790001,43.759998,38.840000,40.209999,40.209999,276192900
