Date,Open,High,Low,Close,Adj Close,Volume
2011-06-01,45.560001,50.290001,42.119999,49.500000,42.098721,4624300
2011-07-01,49.619999,49.930000,41.549999,43.029999,36.596115,3040100
2011-08-01,43.320000,48.139999,40.310001,46.950001,39.930008,5302100
2011-09-01,46.959999,49.189999,43.900002,47.130001,40.083096,3004700
2011-10-01,47.130001,55.189999,45.250000,51.959999,44.190910,3263500
2011-11-01,50.619999,54.000000,47.459999,52.080002,44.292965,1982700
2011-12-01,52.139999,55.360001,50.430000,53.340000,45.364563,2120800
2012-01-01,54.410000,55.849998,51.560001,54.970001,46.750843,1816100
2012-02-01,55.099998,57.759998,48.000000,49.980000,42.506958,4139400
2012-03-01,50.009998,55.680000,47.320000,54.500000,46.351124,2670900
2012-04-01,54.470001,63.590000,54.200001,58.759998,49.974163,3426700
2012-05-01,59.029999,65.139999,59.029999,64.849998,55.153576,3864800
2012-06-01,64.209999,71.419998,61.759998,69.680000,59.261391,3417600
2012-07-01,70.000000,75.930000,67.769997,71.059998,60.435059,2915300
2012-08-01,69.150002,70.989998,64.320000,66.239998,56.335739,3256600
2012-09-01,65.970001,67.699997,61.630001,63.360001,53.886375,2281600
2012-10-01,63.410000,72.980003,63.400002,72.739998,61.863861,2410500
2012-11-01,72.900002,76.209999,69.500000,74.019997,62.952450,1768700
2012-12-01,74.139999,77.970001,71.089996,73.410004,64.174492,2312400
2013-01-01,74.480003,78.849998,72.169998,74.470001,65.101120,3117800
2013-02-01,74.580002,82.000000,72.730003,80.290001,70.188942,2335000
2013-03-01,80.370003,89.459999,80.029999,88.779999,77.610802,2175700
2013-04-01,88.400002,93.470001,82.790001,89.900002,78.589943,2263200
2013-05-01,89.580002,95.769997,86.989998,92.510002,80.871552,2140600
2013-06-01,92.510002,108.559998,92.510002,105.989998,92.655685,2272900
2013-07-01,107.169998,109.720001,91.059998,97.379997,85.128868,3419400
2013-08-01,97.720001,98.760002,92.269997,94.510002,82.619942,1607100
2013-09-01,95.339996,106.809998,91.279999,105.360001,92.104950,1854500
2013-10-01,105.660004,109.559998,96.690002,104.269997,91.152046,2140700
2013-11-01,104.000000,114.769997,102.940002,110.699997,96.773132,1253100
2013-12-01,111.000000,112.870003,102.750000,105.440002,92.174889,1479400
2014-01-01,105.330002,110.000000,81.190002,91.070000,81.316269,3129700
2014-02-01,91.300003,103.110001,87.379997,99.260002,88.629105,2537800
2014-03-01,98.949997,112.440002,98.629997,111.930000,99.942154,2935100
2014-04-01,112.389999,123.320000,109.019997,117.449997,104.870949,2180300
2014-05-01,117.599998,119.099998,112.150002,115.000000,102.683342,2206100
2014-06-01,115.089996,124.610001,112.900002,117.769997,105.156670,2562400
2014-07-01,118.260002,125.629997,113.790001,117.760002,105.147758,2151200
2014-08-01,117.900002,128.389999,115.800003,122.860001,109.701508,2188200
2014-09-01,123.400002,128.550003,121.900002,123.660004,110.415840,2335400
2014-10-01,123.239998,134.100006,104.519997,133.470001,119.175179,4187800
2014-11-01,133.330002,144.100006,131.039993,140.259995,125.237976,2626800
2014-12-01,140.470001,152.139999,133.960007,150.330002,134.229477,3460400
2015-01-01,151.869995,185.300003,144.509995,181.270004,164.841599,3930900
2015-02-01,180.250000,189.619995,173.130005,183.619995,166.978561,2601000
2015-03-01,183.690002,199.199997,182.639999,192.289993,174.862808,3006800
2015-04-01,191.380005,191.399994,153.020004,153.759995,140.015396,4280900
2015-05-01,153.929993,168.559998,151.039993,157.470001,143.393768,2956300
2015-06-01,157.600006,183.509995,153.759995,177.880005,162.223114,3582200
2015-07-01,180.429993,220.800003,175.000000,212.729996,194.005630,4753300
2015-08-01,215.669998,238.130005,192.350006,203.259995,185.369186,4570400
2015-09-01,200.210007,220.949997,194.339996,216.250000,197.469009,3808700
2015-10-01,215.360001,228.789993,194.000000,197.449997,180.301743,3641300
2015-11-01,198.369995,204.460007,174.240005,175.130005,159.920227,2983400
2015-12-01,175.449997,189.500000,166.589996,167.830002,153.496384,3147500
2016-01-01,164.789993,167.350006,134.639999,160.470001,148.137955,5377100
2016-02-01,159.660004,170.000000,144.729996,163.880005,151.285889,3227000
2016-03-01,165.619995,182.500000,163.729996,178.059998,164.376160,3405100
2016-04-01,176.309998,183.910004,158.869995,160.570007,148.490784,2545600
2016-05-01,161.000000,162.800003,135.570007,139.020004,128.561966,3125400
2016-06-01,138.990005,155.320007,135.869995,151.500000,140.790390,3875300
2016-07-01,151.619995,152.809998,128.860001,129.770004,120.596497,4594900
2016-08-01,128.770004,139.889999,121.699997,138.240005,128.467743,3476100
2016-09-01,137.839996,147.550003,127.500000,132.070007,123.400314,2686100
2016-10-01,132.089996,158.000000,131.449997,137.899994,128.847626,3094100
2016-11-01,137.699997,169.949997,132.649994,163.399994,152.673691,2819800
2016-12-01,163.649994,173.820007,157.500000,166.399994,156.138351,2512900
2017-01-01,168.250000,182.250000,164.500000,172.000000,161.392990,2221900
2017-02-01,174.000000,178.449997,157.500000,174.100006,163.363480,2212200
2017-03-01,176.250000,178.199997,153.399994,160.250000,150.367584,2411900
2017-04-01,160.300003,169.149994,143.899994,145.399994,136.984146,2949700
2017-05-01,145.800003,150.050003,134.649994,137.000000,129.070328,2803000
2017-06-01,137.500000,147.050003,134.949997,135.600006,128.375900,3306100
2017-07-01,136.399994,147.000000,126.199997,129.250000,122.364182,2954400
2017-08-01,130.100006,131.750000,114.349998,118.000000,111.713501,2970700
2017-09-01,118.250000,137.750000,111.540001,131.699997,125.389488,3838800
2017-10-01,132.000000,145.000000,128.300003,136.399994,129.864304,3413800
2017-11-01,137.149994,154.199997,125.949997,152.000000,144.716812,2834500
2017-12-01,151.199997,162.350006,143.550003,154.750000,148.088669,2713500
2018-01-01,155.399994,172.000000,147.500000,159.250000,152.394974,3846300
2018-02-01,159.649994,173.800003,152.600006,166.300003,159.141510,2923500
2018-03-01,166.100006,181.449997,160.699997,172.550003,165.122467,2772900
2018-04-01,172.399994,177.000000,141.050003,160.250000,154.000153,6758500
2018-05-01,160.649994,165.000000,149.850006,151.350006,145.447266,3661600
2018-06-01,152.250000,156.130005,135.750000,138.949997,134.113968,2731800
2018-07-01,137.899994,147.000000,117.949997,123.599998,119.298203,4278300
2018-08-01,122.949997,139.449997,119.199997,136.250000,131.507935,3229800
2018-09-01,135.800003,136.250000,117.300003,126.800003,123.020027,5163100
2018-10-01,127.160004,129.979996,105.209999,114.139999,110.737427,5276200
2018-11-01,114.750000,134.500000,113.349998,134.410004,130.403152,3335400
2018-12-01,134.539993,135.479996,98.209999,100.220001,97.815170,5265300
2019-01-01,98.599998,137.000000,98.180000,130.000000,126.880577,4200200
2019-02-01,132.570007,142.970001,130.309998,132.100006,128.930191,3083200
2019-03-01,132.740005,133.000000,120.910004,129.470001,127.033470,3818900
2019-04-01,130.179993,147.199997,128.639999,146.880005,144.115814,3737300
2019-05-01,147.179993,148.800003,137.589996,140.110001,137.473206,2912600
2019-06-01,139.679993,148.690002,133.619995,143.500000,140.799423,2472000
2019-07-01,145.100006,157.500000,140.289993,149.850006,147.748672,3788800
2019-08-01,149.740005,151.869995,136.869995,141.990005,139.998901,4369200
2019-09-01,141.970001,154.169998,139.990005,149.660004,147.561340,3663900
2019-10-01,150.419998,173.000000,143.610001,167.330002,165.745758,3734000
2019-11-01,167.500000,174.919998,165.770004,169.729996,168.123032,2883200
2019-12-01,169.050003,183.259995,163.639999,174.039993,173.109726,2572700
2020-01-01,175.139999,180.199997,162.520004,168.039993,167.141785,3767600
2020-02-01,167.080002,174.500000,126.230003,135.539993,134.815506,3890300
2020-03-01,138.919998,141.949997,60.060001,81.800003,81.800003,8392000
2020-04-01,77.669998,88.980003,63.950001,78.480003,78.480003,5701400
2020-05-01,75.709999,116.300003,63.500000,106.550003,106.550003,8949700
2020-06-01,108.129997,139.679993,99.269997,109.209999,109.209999,8323000
2020-07-01,111.860001,119.739998,100.099998,112.029999,112.029999,4194900
2020-08-01,111.419998,135.649994,108.660004,128.600006,128.600006,4269800
2020-09-01,126.669998,144.869995,119.699997,119.800003,119.800003,4289300
2020-10-01,122.019997,142.479996,112.709999,134.759995,134.759995,4549400
2020-11-01,136.910004,178.899994,129.369995,170.190002,170.190002,3106400
2020-12-01,173.729996,190.509995,169.320007,189.240005,189.240005,4058600
