Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,15.700000,17.190001,13.900000,16.790001,16.790001,14979700
2012-02-01,16.809999,19.959999,16.330000,19.530001,19.530001,16979200
2012-03-01,19.570000,20.700001,18.450001,20.070000,20.070000,10905500
2012-04-01,19.920000,24.230000,19.219999,24.020000,24.020000,14523600
2012-05-01,24.049999,24.750000,19.770000,20.610001,20.610001,14253400
2012-06-01,19.750000,21.000000,17.410000,19.459999,19.459999,21104400
2012-07-01,19.040001,23.129999,18.600000,21.510000,21.510000,15428400
2012-08-01,20.129999,20.950001,19.010000,19.549999,19.549999,15050400
2012-09-01,19.410000,19.930000,15.850000,17.080000,17.080000,18464200
2012-10-01,17.049999,17.990000,16.680000,17.680000,17.680000,9068000
2012-11-01,17.620001,18.000000,15.640000,16.780001,16.780001,8076800
2012-12-01,16.809999,18.000000,16.469999,17.730000,17.730000,10706100
2013-01-01,18.000000,19.959999,17.400000,19.389999,19.389999,9041500
2013-02-01,19.500000,21.330000,18.510000,20.250000,20.250000,7780600
2013-03-01,20.200001,26.870001,20.200001,25.360001,25.360001,15752400
2013-04-01,25.129999,27.080000,24.299999,26.700001,26.700001,13765900
2013-05-01,26.639999,31.660000,26.639999,30.430000,30.430000,13777900
2013-06-01,30.010000,33.750000,29.200001,31.719999,31.719999,16648400
2013-07-01,31.799999,36.830002,31.420000,33.049999,33.049999,15648300
2013-08-01,33.389999,35.220001,29.650000,31.170000,31.170000,16758700
2013-09-01,31.570000,35.160000,30.920000,34.270000,34.270000,15223900
2013-10-01,34.330002,46.400002,32.500000,43.150002,43.150002,24000000
2013-11-01,43.160000,46.919998,41.410000,45.869999,45.869999,15279000
2013-12-01,45.869999,47.619999,42.250000,45.410000,45.410000,13320700
2014-01-01,45.360001,51.950001,44.560001,46.900002,46.900002,16042100
2014-02-01,46.910000,57.669998,43.340000,56.480000,56.480000,18717700
2014-03-01,55.200001,63.889999,55.099998,59.400002,59.400002,22714300
2014-04-01,59.700001,62.919998,53.250000,56.840000,56.840000,26371300
2014-05-01,56.900002,59.889999,53.270000,59.080002,59.080002,14572000
2014-06-01,59.000000,64.940002,58.250000,63.240002,63.240002,26687700
2014-07-01,63.389999,70.000000,60.880001,65.419998,65.419998,17680500
2014-08-01,65.370003,73.620003,63.099998,70.389999,70.389999,10708300
2014-09-01,70.500000,74.000000,66.800003,69.139999,69.139999,14999200
2014-10-01,68.339996,73.919998,52.750000,73.110001,73.110001,46493000
2014-11-01,73.480003,83.940002,73.260002,82.690002,82.690002,17605000
2014-12-01,82.720001,85.349998,66.769997,75.580002,75.580002,31132000
2015-01-01,76.559998,80.870003,68.510002,74.139999,74.139999,22798800
2015-02-01,74.980003,83.449997,70.660004,77.779999,77.779999,22111000
2015-03-01,75.419998,80.839996,71.279999,77.360001,77.360001,19143800
2015-04-01,76.480003,78.959999,68.279999,68.470001,68.470001,24415900
2015-05-01,68.930000,71.230003,59.700001,63.570000,63.570000,26114300
2015-06-01,64.459999,66.839996,60.410000,62.099998,62.099998,29336300
2015-07-01,63.740002,64.809998,57.259998,59.820000,59.820000,32869900
2015-08-01,59.549999,62.410000,46.270000,51.250000,51.250000,26260400
2015-09-01,50.540001,52.759998,46.459999,47.299999,47.299999,21216600
2015-10-01,47.389999,51.279999,33.799999,37.119999,37.119999,52320800
2015-11-01,36.820000,37.669998,32.730000,36.770000,36.770000,36471700
2015-12-01,36.880001,44.450001,36.770000,39.849998,39.849998,47628900
2016-01-01,38.919998,45.619999,35.169998,41.799999,41.799999,45284600
2016-02-01,41.669998,48.980000,38.459999,47.750000,47.750000,34656800
2016-03-01,47.849998,51.630001,45.759998,47.980000,47.980000,22949200
2016-04-01,47.610001,53.529999,43.009998,43.930000,43.930000,27203900
2016-05-01,45.480000,45.680000,38.849998,43.470001,43.470001,20894600
2016-06-01,43.020000,46.919998,40.490002,44.869999,44.869999,23600700
2016-07-01,44.869999,50.090000,41.209999,42.750000,42.750000,27490300
2016-08-01,42.799999,42.980000,37.790001,39.990002,39.990002,23627500
2016-09-01,40.060001,42.860001,37.169998,42.529999,42.529999,30045000
2016-10-01,42.480000,49.740002,41.419998,47.930000,47.930000,30753700
2016-11-01,47.900002,55.930000,46.799999,55.599998,55.599998,23354800
2016-12-01,55.590000,60.400002,53.919998,57.860001,57.860001,17020200
2017-01-01,57.150002,58.990002,52.500000,54.040001,54.040001,21397900
2017-02-01,54.410000,56.119999,50.500000,52.209999,52.209999,23500600
2017-03-01,52.750000,54.349998,48.290001,53.070000,53.070000,20526000
